ID,yrbirth,social_immigrant_status,male_bl,female_bl,male_bd,female_bd,bl,sex,yrbirth_centre
E985042,2004,immigrant,NA,13.5,NA,4.3,13.5,Female,9.987143431
E985043,2004,immigrant,13.4,NA,4.5,NA,13.4,Male,9.987143431
E985046,2004,immigrant,13.8,NA,4.7,NA,13.8,Male,9.987143431
E985047,2004,immigrant,12.8,NA,4.45,NA,12.8,Male,9.987143431
E985048,2004,immigrant,13.4,NA,4.7,NA,13.4,Male,9.987143431
E985049,2004,immigrant,NA,13.8,NA,4.3,13.8,Female,9.987143431
E985051,2004,immigrant,NA,13.6,NA,4.4,13.6,Female,9.987143431
E985052,2004,immigrant,13.7,NA,4.6,NA,13.7,Male,9.987143431
E985060,2004,immigrant,NA,14.3,NA,4.5,14.3,Female,9.987143431
E985061,2004,immigrant,13,NA,4.4,NA,13,Male,9.987143431
E985062,2004,immigrant,NA,13.5,NA,4.3,13.5,Female,9.987143431
E985063,2004,immigrant,NA,13.6,NA,4.3,13.6,Female,9.987143431
E985064,2004,immigrant,13.5,NA,4.7,NA,13.5,Male,9.987143431
E985065,2004,immigrant,13.3,NA,4.6,NA,13.3,Male,9.987143431
E985066,2004,immigrant,NA,14.7,NA,4.4,14.7,Female,9.987143431
E985067,2004,immigrant,13,NA,4.4,NA,13,Male,9.987143431
E985069,2004,immigrant,13.3,NA,4.5,NA,13.3,Male,9.987143431
E985071,2004,immigrant,NA,13.2,NA,4.3,13.2,Female,9.987143431
E985072,2004,immigrant,13.9,NA,4.5,NA,13.9,Male,9.987143431
E985073,2004,immigrant,NA,13.7,NA,4.3,13.7,Female,9.987143431
E985074,2004,immigrant,12.8,NA,4.65,NA,12.8,Male,9.987143431
E985075,2004,immigrant,NA,13.9,NA,4.55,13.9,Female,9.987143431
E985076,2004,immigrant,NA,13,NA,4.4,13,Female,9.987143431
E985077,2004,immigrant,NA,13,NA,4.45,13,Female,9.987143431
E985078,2004,immigrant,13.6,NA,4.4,NA,13.6,Male,9.987143431
E985079,2004,immigrant,NA,13.4,NA,4.5,13.4,Female,9.987143431
E985080,2004,immigrant,12.9,NA,4.55,NA,12.9,Male,9.987143431
E985081,2004,immigrant,NA,13.2,NA,4.4,13.2,Female,9.987143431
E985082,2004,immigrant,NA,13.1,NA,4.2,13.1,Female,9.987143431
E985083,2004,immigrant,13.4,NA,4.75,NA,13.4,Male,9.987143431
E985084,2004,immigrant,13.6,NA,4.5,NA,13.6,Male,9.987143431
E985085,2004,immigrant,13.1,NA,4.6,NA,13.1,Male,9.987143431
E985086,2004,immigrant,NA,13.6,NA,4.7,13.6,Female,9.987143431
E985087,2004,immigrant,13.05,NA,4.7,NA,13.05,Male,9.987143431
E985088,2004,immigrant,NA,13.4,NA,4.4,13.4,Female,9.987143431
E985089,2004,immigrant,NA,14,NA,4.3,14,Female,9.987143431
E985091,2004,immigrant,14,NA,4.5,NA,14,Male,9.987143431
E985092,2004,immigrant,13.1,NA,4.7,NA,13.1,Male,9.987143431
E985093,2004,immigrant,13.6,NA,4.6,NA,13.6,Male,9.987143431
E985094,2004,immigrant,NA,14.5,NA,4.5,14.5,Female,9.987143431
E985095,2004,immigrant,13.3,NA,4.5,NA,13.3,Male,9.987143431
E985096,2004,immigrant,13,NA,4.5,NA,13,Male,9.987143431
E985098,2004,immigrant,13.4,NA,4.6,NA,13.4,Male,9.987143431
E985099,2004,immigrant,NA,15.3,NA,4.6,15.3,Female,9.987143431
H300611,2004,immigrant,13,NA,4.4,NA,13,Male,9.987143431
H300613,2004,immigrant,NA,13.6,NA,4.4,13.6,Female,9.987143431
H300623,2004,immigrant,13.2,NA,4.6,NA,13.2,Male,9.987143431
H300625,2004,immigrant,NA,13.25,NA,4.2,13.25,Female,9.987143431
H300627,2004,immigrant,13.3,NA,4.4,NA,13.3,Male,9.987143431
H300634,2004,immigrant,13.6,NA,4.45,NA,13.6,Male,9.987143431
H300635,2004,immigrant,NA,13.6,NA,4.4,13.6,Female,9.987143431
H300640,2004,immigrant,13.2,NA,4.5,NA,13.2,Male,9.987143431
H300646,2004,immigrant,13.8,NA,4.8,NA,13.8,Male,9.987143431
H300687,2004,immigrant,13.6,NA,4.5,NA,13.6,Male,9.987143431
N200902,2004,immigrant,13.5,NA,4.6,NA,13.5,Male,9.987143431
N200903,2004,immigrant,12.9,NA,4.5,NA,12.9,Male,9.987143431
N200904,2004,immigrant,NA,13.7,NA,4.4,13.7,Female,9.987143431
N200905,2004,immigrant,NA,13.2,NA,4.1,13.2,Female,9.987143431
N200906,2004,immigrant,13.7,NA,4.4,NA,13.7,Male,9.987143431
N200907,2004,immigrant,13.5,NA,4.6,NA,13.5,Male,9.987143431
N200908,2004,immigrant,NA,13.5,NA,4.3,13.5,Female,9.987143431
R999452,2004,immigrant,13.4,NA,4.5,NA,13.4,Male,9.987143431
R999485,2004,immigrant,13.3,NA,4.5,NA,13.3,Male,9.987143431
T176396,2004,immigrant,13.1,NA,4.6,NA,13.1,Male,9.987143431
T176401,2004,immigrant,13.4,NA,4.5,NA,13.4,Male,9.987143431
T176404,2004,immigrant,13.1,NA,4.5,NA,13.1,Male,9.987143431
T176477,2004,immigrant,13.2,NA,4.4,NA,13.2,Male,9.987143431
T176481,2004,immigrant,12.7,NA,4.7,NA,12.7,Male,9.987143431
T177535,2004,immigrant,13.4,NA,4.5,NA,13.4,Male,9.987143431
T177537,2004,immigrant,NA,14,NA,4.6,14,Female,9.987143431
T177550,2004,immigrant,NA,14.2,NA,4.4,14.2,Female,9.987143431
T177579,2004,immigrant,13.95,NA,4.65,NA,13.95,Male,9.987143431
T177596,2004,immigrant,13.2,NA,4.45,NA,13.2,Male,9.987143431
T177600,2004,immigrant,13.2,NA,4.7,NA,13.2,Male,9.987143431
TB26213,2004,local,13.35,NA,4.35,NA,13.35,Male,9.987143431
TB26221,2004,local,NA,13.7,NA,4.25,13.7,Female,9.987143431
TB26361,2004,local,13.3,NA,4.6,NA,13.3,Male,9.987143431
TB26378,2004,local,12.8,NA,4.7,NA,12.8,Male,9.987143431
TB26383,2004,local,NA,14.2,NA,4.2,14.2,Female,9.987143431
TB26389,2004,local,NA,14,NA,4.45,14,Female,9.987143431
TB26574,2004,local,NA,13.3,NA,4.25,13.3,Female,9.987143431
TB26577,2004,local,13.3,NA,4.4,NA,13.3,Male,9.987143431
TB26591,2004,local,13.3,NA,4.6,NA,13.3,Male,9.987143431
TB26601,2004,local,13.1,NA,4.4,NA,13.1,Male,9.987143431
TB26609,2004,local,NA,12.9,NA,4.3,12.9,Female,9.987143431
TB26611,2004,local,NA,13.1,NA,4.4,13.1,Female,9.987143431
TB26623,2004,local,14.5,NA,4.5,NA,14.5,Male,9.987143431
TB26624,2004,local,NA,15,NA,4.3,15,Female,9.987143431
TB26643,2004,local,13.7,NA,4.6,NA,13.7,Male,9.987143431
TB26660,2004,local,NA,13.4,NA,4.4,13.4,Female,9.987143431
TB26674,2004,local,NA,13.6,NA,4.4,13.6,Female,9.987143431
TB26680,2004,local,NA,13.6,NA,4.6,13.6,Female,9.987143431
TB26693,2004,local,NA,13.6,NA,4.6,13.6,Female,9.987143431
TB26699,2004,local,NA,14.1,NA,4.4,14.1,Female,9.987143431
TC58024,2004,local,NA,13.7,NA,4.35,13.7,Female,9.987143431
TC58032,2004,local,NA,13.5,NA,4.5,13.5,Female,9.987143431
TC58038,2004,local,NA,14,NA,4.3,14,Female,9.987143431
TC58041,2004,local,13.6,NA,4.5,NA,13.6,Male,9.987143431
TC58047,2004,local,13.5,NA,4.6,NA,13.5,Male,9.987143431
TC58094,2004,local,13.8,NA,4.6,NA,13.8,Male,9.987143431
TC58123,2004,local,12.9,NA,4.5,NA,12.9,Male,9.987143431
TC58132,2004,local,NA,13.4,NA,4.6,13.4,Female,9.987143431
TC58137,2004,local,NA,13.8,NA,4.5,13.8,Female,9.987143431
TC58140,2004,local,NA,14,NA,4.3,14,Female,9.987143431
TC58142,2004,local,NA,13.5,NA,4.2,13.5,Female,9.987143431
TC58154,2004,local,13.3,NA,4.5,NA,13.3,Male,9.987143431
TC58172,2004,local,NA,13.1,NA,4.3,13.1,Female,9.987143431
TC58178,2004,local,13.2,NA,4.6,NA,13.2,Male,9.987143431
TC58188,2004,local,NA,13.4,NA,4.35,13.4,Female,9.987143431
TC58196,2004,local,13.5,NA,4.6,NA,13.5,Male,9.987143431
TC58220,2004,local,14.8,NA,4.5,NA,14.8,Male,9.987143431
TC58263,2004,local,12.8,NA,4.7,NA,12.8,Male,9.987143431
TC58270,2004,local,13.3,NA,4.6,NA,13.3,Male,9.987143431
TC58284,2004,local,NA,14.1,NA,4.6,14.1,Female,9.987143431
TC58340,2004,local,13.8,NA,4.7,NA,13.8,Male,9.987143431
TC58350,2004,local,NA,13.3,NA,4.4,13.3,Female,9.987143431
TC58354,2004,local,12.9,NA,4.5,NA,12.9,Male,9.987143431
TC58357,2004,local,13.5,NA,4.8,NA,13.5,Male,9.987143431
TC58365,2004,local,NA,13.7,NA,4.3,13.7,Female,9.987143431
TC58368,2004,local,NA,19.4,NA,4.6,19.4,Female,9.987143431
TC58369,2004,local,13.9,NA,4.8,NA,13.9,Male,9.987143431
TC58372,2004,local,13.4,NA,4.5,NA,13.4,Male,9.987143431
TC58376,2004,local,12.8,NA,4.8,NA,12.8,Male,9.987143431
TC58381,2004,local,NA,13.4,NA,4.3,13.4,Female,9.987143431
TC58392,2004,local,NA,12.9,NA,4.15,12.9,Female,9.987143431
TC58394,2004,local,13.2,NA,4.5,NA,13.2,Male,9.987143431
TC58414,2004,local,NA,13.9,NA,4,13.9,Female,9.987143431
TC58420,2004,local,NA,13.3,NA,4.2,13.3,Female,9.987143431
TC58463,2004,local,NA,13.5,NA,4.4,13.5,Female,9.987143431
TC58497,2004,local,NA,12.65,NA,4.3,12.65,Female,9.987143431
TC58504,2004,local,13.4,NA,4.6,NA,13.4,Male,9.987143431
TC58505,2004,local,NA,13.3,NA,4.3,13.3,Female,9.987143431
TC58510,2004,local,NA,13.7,NA,4.5,13.7,Female,9.987143431
TC58515,2004,local,NA,13.5,NA,4.4,13.5,Female,9.987143431
TC58521,2004,local,14,NA,4.6,NA,14,Male,9.987143431
TC58559,2004,local,NA,13.4,NA,4.3,13.4,Female,9.987143431
TC58568,2004,local,12.9,NA,4.4,NA,12.9,Male,9.987143431
TC58573,2004,local,12.7,NA,4.5,NA,12.7,Male,9.987143431
TC58574,2004,local,13.4,NA,4.5,NA,13.4,Male,9.987143431
TC58577,2004,local,NA,13.2,NA,4.4,13.2,Female,9.987143431
TC58580,2004,local,NA,13.2,NA,4.3,13.2,Female,9.987143431
TC58583,2004,local,NA,13.6,NA,4.25,13.6,Female,9.987143431
TC58585,2004,local,NA,13.4,NA,4.35,13.4,Female,9.987143431
TC58911,2004,local,NA,13.75,NA,4.4,13.75,Female,9.987143431
VF63447,2004,local,NA,13.4,NA,4.3,13.4,Female,9.987143431
VF63478,2004,local,13.1,NA,4.5,NA,13.1,Male,9.987143431
VF63490,2004,local,NA,14.1,NA,4.5,14.1,Female,9.987143431
VF63705,2004,local,NA,13.2,NA,4.4,13.2,Female,9.987143431
VF63793,2004,local,NA,12.9,NA,4.3,12.9,Female,9.987143431
VF63805,2004,local,NA,13.7,NA,4.4,13.7,Female,9.987143431
VF63829,2004,local,NA,13.7,NA,4.55,13.7,Female,9.987143431
VF63851,2004,local,13.4,NA,4.5,NA,13.4,Male,9.987143431
VF63853,2004,local,NA,13.2,NA,4.5,13.2,Female,9.987143431
VF63856,2004,local,NA,13.3,NA,4.3,13.3,Female,9.987143431
VF63927,2004,local,NA,13.3,NA,4.15,13.3,Female,9.987143431
VF63946,2004,local,NA,12.9,NA,4.2,12.9,Female,9.987143431
VH99580,2004,local,NA,13.2,NA,4.3,13.2,Female,9.987143431
VH99588,2004,local,NA,13.7,NA,4.5,13.7,Female,9.987143431
VR98038,2004,local,NA,13.6,NA,4.2,13.6,Female,9.987143431
VR98183,2004,local,NA,13.4,NA,4.4,13.4,Female,9.987143431
VR98340,2004,local,NA,14.1,NA,4.5,14.1,Female,9.987143431
VR98344,2004,local,13.5,NA,4.6,NA,13.5,Male,9.987143431
VR98349,2004,local,NA,13.9,NA,4.5,13.9,Female,9.987143431
VR98355,2004,local,14.2,NA,4.6,NA,14.2,Male,9.987143431
J644816,2005,immigrant,12.65,NA,4.45,NA,12.65,Male,10.98714343
J644828,2005,immigrant,12.5,NA,4.4,NA,12.5,Male,10.98714343
J644829,2005,immigrant,NA,13.5,NA,4.1,13.5,Female,10.98714343
T176813,2005,immigrant,13.4,NA,4.5,NA,13.4,Male,10.98714343
TA15992,2005,local,NA,13.1,NA,4.2,13.1,Female,10.98714343
TC58788,2005,local,13.4,NA,4.6,NA,13.4,Male,10.98714343
TC58817,2005,local,NA,14,NA,4.3,14,Female,10.98714343
TC59098,2005,local,14.7,NA,4.6,NA,14.7,Male,10.98714343
TE80006,2005,local,NA,14.4,NA,4.4,14.4,Female,10.98714343
TE80125,2005,local,NA,13.6,NA,4.5,13.6,Female,10.98714343
TE80336,2005,local,NA,13.9,NA,4.2,13.9,Female,10.98714343
TE80345,2005,local,13.7,NA,4.5,NA,13.7,Male,10.98714343
TE80684,2005,local,12.9,NA,4.6,NA,12.9,Male,10.98714343
F952443,2006,immigrant,NA,13.9,NA,4.4,13.9,Female,11.98714343
J644859,2006,immigrant,NA,13.5,NA,4.2,13.5,Female,11.98714343
J644864,2006,immigrant,NA,13.4,NA,4.5,13.4,Female,11.98714343
N199484,2006,immigrant,13.8,NA,4.4,NA,13.8,Male,11.98714343
N199485,2006,immigrant,NA,14.4,NA,4.45,14.4,Female,11.98714343
N199634,2006,immigrant,NA,13.4,NA,4.3,13.4,Female,11.98714343
N199636,2006,immigrant,14,NA,4.6,NA,14,Male,11.98714343
N199637,2006,immigrant,NA,13.5,NA,4.5,13.5,Female,11.98714343
N199638,2006,immigrant,13.4,NA,4.7,NA,13.4,Male,11.98714343
N199639,2006,immigrant,NA,12.9,NA,4.2,12.9,Female,11.98714343
N199640,2006,immigrant,NA,14,NA,4.5,14,Female,11.98714343
N199641,2006,immigrant,13.4,NA,4.5,NA,13.4,Male,11.98714343
N199642,2006,immigrant,NA,13.7,NA,4.4,13.7,Female,11.98714343
N199643,2006,immigrant,NA,13.5,NA,4.5,13.5,Female,11.98714343
N199644,2006,immigrant,NA,13.5,NA,4.4,13.5,Female,11.98714343
N199645,2006,immigrant,13.5,NA,4.6,NA,13.5,Male,11.98714343
N199646,2006,immigrant,13.4,NA,4.6,NA,13.4,Male,11.98714343
N199647,2006,immigrant,NA,14,NA,4.5,14,Female,11.98714343
N199648,2006,immigrant,13.6,NA,4.5,NA,13.6,Male,11.98714343
N199649,2006,immigrant,NA,14.4,NA,4.5,14.4,Female,11.98714343
N199650,2006,immigrant,13,NA,4.4,NA,13,Male,11.98714343
N199651,2006,immigrant,NA,13.3,NA,4.4,13.3,Female,11.98714343
N199652,2006,immigrant,NA,13.5,NA,4.3,13.5,Female,11.98714343
P439583,2006,immigrant,13.6,NA,4.6,NA,13.6,Male,11.98714343
R639243,2006,immigrant,13.6,NA,4.5,NA,13.6,Male,11.98714343
R639245,2006,immigrant,NA,13.2,NA,4.4,13.2,Female,11.98714343
R639246,2006,immigrant,NA,13.2,NA,4.4,13.2,Female,11.98714343
R639247,2006,immigrant,13.6,NA,4.5,NA,13.6,Male,11.98714343
R639253,2006,immigrant,NA,13.1,NA,4.3,13.1,Female,11.98714343
T177644,2006,immigrant,13.1,NA,4.3,NA,13.1,Male,11.98714343
T177741,2006,immigrant,NA,14.5,NA,4.45,14.5,Female,11.98714343
T640586,2006,immigrant,13.5,NA,4.5,NA,13.5,Male,11.98714343
TB26839,2006,local,NA,14,NA,4.5,14,Female,11.98714343
TB26884,2006,local,12.9,NA,4.65,NA,12.9,Male,11.98714343
TB26890,2006,local,NA,13.8,NA,4.3,13.8,Female,11.98714343
TC59195,2006,local,13.4,NA,4.3,NA,13.4,Male,11.98714343
TC59198,2006,local,13,NA,4.5,NA,13,Male,11.98714343
TC59363,2006,local,NA,13.9,NA,4.6,13.9,Female,11.98714343
TC59481,2006,local,NA,13.2,NA,4.4,13.2,Female,11.98714343
TC59491,2006,local,12.75,NA,4.4,NA,12.75,Male,11.98714343
TC59601,2006,local,NA,12.6,NA,4.4,12.6,Female,11.98714343
TC59635,2006,local,NA,13,NA,4.4,13,Female,11.98714343
TC59652,2006,local,NA,13.2,NA,4.3,13.2,Female,11.98714343
TC59676,2006,local,13,NA,4.3,NA,13,Male,11.98714343
TC59725,2006,local,NA,13.6,NA,4.5,13.6,Female,11.98714343
TC59784,2006,local,13.4,NA,4.4,NA,13.4,Male,11.98714343
TC59842,2006,local,NA,13.7,NA,4.4,13.7,Female,11.98714343
TC59922,2006,local,13.2,NA,4.6,NA,13.2,Male,11.98714343
TC59923,2006,local,13.65,NA,4.4,NA,13.65,Male,11.98714343
TC59941,2006,local,NA,13.5,NA,4.5,13.5,Female,11.98714343
TE79390,2006,local,NA,13.8,NA,4.5,13.8,Female,11.98714343
TK25817,2006,local,14,NA,4.35,NA,14,Male,11.98714343
TK25825,2006,local,13.1,NA,4.8,NA,13.1,Male,11.98714343
TK25834,2006,local,13.6,NA,4.5,NA,13.6,Male,11.98714343
TK25862,2006,local,NA,13.5,NA,4.2,13.5,Female,11.98714343
TK25863,2006,local,13,NA,4.5,NA,13,Male,11.98714343
TK26049,2006,local,NA,14,NA,4.5,14,Female,11.98714343
TK26065,2006,local,12.8,NA,4.4,NA,12.8,Male,11.98714343
TK26078,2006,local,NA,13.05,NA,4.5,13.05,Female,11.98714343
TK26133,2006,local,14.3,NA,4.6,NA,14.3,Male,11.98714343
TK26172,2006,local,13.3,NA,4.4,NA,13.3,Male,11.98714343
TK26227,2006,local,NA,13.3,NA,4.5,13.3,Female,11.98714343
TK26228,2006,local,NA,13.9,NA,4.3,13.9,Female,11.98714343
TK26234,2006,local,NA,13.8,NA,4.3,13.8,Female,11.98714343
TK26251,2006,local,NA,13.7,NA,4.4,13.7,Female,11.98714343
TK26257,2006,local,13.6,NA,4.6,NA,13.6,Male,11.98714343
TK26264,2006,local,NA,14.6,NA,4.5,14.6,Female,11.98714343
TK26287,2006,local,NA,13,NA,4.3,13,Female,11.98714343
TK26300,2006,local,13.6,NA,4.5,NA,13.6,Male,11.98714343
TK26310,2006,local,NA,13.2,NA,4.2,13.2,Female,11.98714343
TK26348,2006,local,13.6,NA,4.6,NA,13.6,Male,11.98714343
TK26376,2006,local,12.5,NA,4.2,NA,12.5,Male,11.98714343
TK26389,2006,local,NA,13.8,NA,4.5,13.8,Female,11.98714343
TK26526,2006,local,13.9,NA,4.55,NA,13.9,Male,11.98714343
TK26542,2006,local,13.6,NA,4.5,NA,13.6,Male,11.98714343
TK26608,2006,local,NA,13,NA,4.3,13,Female,11.98714343
TK26609,2006,local,13.6,NA,4.5,NA,13.6,Male,11.98714343
TK27402,2006,local,13.1,NA,4.5,NA,13.1,Male,11.98714343
TK27403,2006,local,NA,14,NA,4.4,14,Female,11.98714343
TK27405,2006,local,NA,13.6,NA,4.3,13.6,Female,11.98714343
TK27406,2006,local,NA,14.15,NA,4.3,14.15,Female,11.98714343
TK27821,2006,local,13.8,NA,4.6,NA,13.8,Male,11.98714343
K578717,2007,immigrant,NA,13.45,NA,4.15,13.45,Female,12.98714343
N199673,2007,immigrant,13.1,NA,4.5,NA,13.1,Male,12.98714343
N199681,2007,immigrant,NA,13.8,NA,4.4,13.8,Female,12.98714343
N199948,2007,immigrant,NA,13.6,NA,4.3,13.6,Female,12.98714343
N199982,2007,immigrant,13.6,NA,4.1,NA,13.6,Male,12.98714343
N199983,2007,immigrant,NA,13.4,NA,4.2,13.4,Female,12.98714343
N199984,2007,immigrant,NA,12.4,NA,4.5,12.4,Female,12.98714343
N199986,2007,immigrant,13.9,NA,4.5,NA,13.9,Male,12.98714343
N199987,2007,immigrant,NA,14.8,NA,4.5,14.8,Female,12.98714343
N199989,2007,immigrant,NA,13.65,NA,4.4,13.65,Female,12.98714343
N199990,2007,immigrant,13.2,NA,4.5,NA,13.2,Male,12.98714343
N199991,2007,immigrant,NA,14.1,NA,4.45,14.1,Female,12.98714343
N199992,2007,immigrant,NA,13.5,NA,4.2,13.5,Female,12.98714343
N199993,2007,immigrant,13.9,NA,4.6,NA,13.9,Male,12.98714343
N199994,2007,immigrant,NA,14.7,NA,4.5,14.7,Female,12.98714343
N199996,2007,immigrant,NA,14.2,NA,4.3,14.2,Female,12.98714343
T176970,2007,immigrant,13.6,NA,4.6,NA,13.6,Male,12.98714343
T176973,2007,immigrant,NA,13.2,NA,4.2,13.2,Female,12.98714343
TC58632,2007,local,NA,13.6,NA,4.35,13.6,Female,12.98714343
TJ27677,2007,local,13.5,NA,4.4,NA,13.5,Male,12.98714343
TJ27759,2007,local,14.7,NA,4.4,NA,14.7,Male,12.98714343
TJ27864,2007,local,NA,13.3,NA,4.1,13.3,Female,12.98714343
TJ27899,2007,local,NA,13.4,NA,4.3,13.4,Female,12.98714343
TK26931,2007,local,NA,13.8,NA,4.2,13.8,Female,12.98714343
TK27297,2007,local,NA,13.6,NA,4.4,13.6,Female,12.98714343
