"","ring","date","seeds","recs","pit","yr","sp","ring.info"
"591.15","t640066","2008-10-10",28,29,"A4EB48","2008","G","2007breeder"
"591.16","t640066","2008-10-28",3,3,"A4EB48","2008","G","2007breeder"
"591.17","t640066","2008-11-07",20,21,"A4EB48","2008","G","2007breeder"
"591.18","t640066","2008-11-27",4,4,"A4EB48","2008","G","2007breeder"
"591.19","t640066","2009-01-13",18,18,"A4EB48","2009","G","2007breeder"
"591.20","t640066","2009-01-14",4,4,"A4EB48","2009","G","2007breeder"
"591.21","t640066","2009-01-21",36,37,"A4EB48","2009","G","2007breeder"
"591.22","t640066","2009-01-23",4,4,"A4EB48","2009","G","2007breeder"
"591.23","t640066","2009-01-24",59,60,"A4EB48","2009","G","2007breeder"
"591.24","t640066","2009-01-25",31,33,"A4EB48","2009","G","2007breeder"
"591.25","t640066","2009-01-26",1,1,"A4EB48","2009","G","2007breeder"
"591.26","t640066","2009-01-30",45,49,"A4EB48","2009","G","2007breeder"
"591.27","t640066","2009-02-03",3,3,"A4EB48","2009","G","2007breeder"
"591.28","t640066","2009-02-04",44,47,"A4EB48","2009","G","2007breeder"
"591.29","t640066","2009-02-05",67,71,"A4EB48","2009","G","2007breeder"
"591.30","t640066","2009-02-06",1,1,"A4EB48","2009","G","2007breeder"
"591.31","t640066","2009-02-08",1,1,"A4EB48","2009","G","2007breeder"
"591.32","t640066","2009-02-19",15,15,"A4EB48","2009","G","2007breeder"
"591.33","t640066","2009-02-20",31,32,"A4EB48","2009","G","2007breeder"
"591.34","t640066","2009-02-21",22,25,"A4EB48","2009","G","2007breeder"
"8301","x662571","2009-10-14",20,24,"A4EB52","2009","G","2009/10winter"
"8301.1","x662571","2009-10-15",40,47,"A4EB52","2009","G","2009/10winter"
"8301.2","x662571","2009-10-17",3,4,"A4EB52","2009","G","2009/10winter"
"8301.3","x662571","2009-11-12",15,15,"A4EB52","2009","G","2009/10winter"
"8301.4","x662571","2009-11-13",8,8,"A4EB52","2009","G","2009/10winter"
"8301.5","x662571","2010-02-19",15,17,"A4EB52","2010","G","2009/10winter"
"2699","tj27575","2007-11-10",1,1,"A4EB65","2007","G","2007pullus"
"3294","tk26854","2009-02-26",1,1,"A4EB78","2009","G","2007pullus"
"8277","x237999","2010-02-09",15,16,"A4EB8B","2010","G","2009/10winter"
"8277.1","x237999","2010-02-10",1,1,"A4EB8B","2010","G","2009/10winter"
"8277.2","x237999","2010-02-14",1,1,"A4EB8B","2010","G","2009/10winter"
"8277.3","x237999","2010-03-07",1,1,"A4EB8B","2010","G","2009/10winter"
"5552","tl37532","2008-09-16",3,3,"A4EB97","2008","G","2008pullus"
"5552.1","tl37532","2008-09-18",16,18,"A4EB97","2008","G","2008pullus"
"5552.2","tl37532","2008-09-19",72,93,"A4EB97","2008","G","2008pullus"
"5552.3","tl37532","2008-09-20",7,13,"A4EB97","2008","G","2008pullus"
"5552.4","tl37532","2008-09-23",77,91,"A4EB97","2008","G","2008pullus"
"5552.5","tl37532","2008-09-24",30,35,"A4EB97","2008","G","2008pullus"
"5552.6","tl37532","2008-09-25",35,41,"A4EB97","2008","G","2008pullus"
"5552.7","tl37532","2008-09-26",54,62,"A4EB97","2008","G","2008pullus"
"5552.8","tl37532","2008-09-27",2,2,"A4EB97","2008","G","2008pullus"
"5552.9","tl37532","2009-01-22",3,3,"A4EB97","2009","G","2008pullus"
"5552.10","tl37532","2009-02-15",2,3,"A4EB97","2009","G","2008pullus"
"5139","tl36486","2009-03-01",1,1,"A4EBA0","2009","G","2008pullus"
"1616","tc58943","2007-10-26",5,6,"A4EBBC","2007","G","2007pullus"
"1616.1","tc58943","2007-10-27",7,10,"A4EBBC","2007","G","2007pullus"
"1616.2","tc58943","2007-10-30",1,1,"A4EBBC","2007","G","2007pullus"
"1616.3","tc58943","2007-11-15",42,51,"A4EBBC","2007","G","2007pullus"
"1616.4","tc58943","2007-11-16",23,27,"A4EBBC","2007","G","2007pullus"
"1616.5","tc58943","2007-11-17",1,1,"A4EBBC","2007","G","2007pullus"
"1616.6","tc58943","2007-11-18",1,2,"A4EBBC","2007","G","2007pullus"
"1616.7","tc58943","2007-11-19",20,23,"A4EBBC","2007","G","2007pullus"
"1616.8","tc58943","2007-11-20",6,9,"A4EBBC","2007","G","2007pullus"
"1616.9","tc58943","2007-12-01",15,16,"A4EBBC","2007","G","2007pullus"
"1616.10","tc58943","2007-12-02",29,29,"A4EBBC","2007","G","2007pullus"
"1616.11","tc58943","2007-12-03",9,11,"A4EBBC","2007","G","2007pullus"
"1616.12","tc58943","2007-12-06",9,10,"A4EBBC","2007","G","2007pullus"
"1616.13","tc58943","2007-12-07",54,58,"A4EBBC","2007","G","2007pullus"
"1616.14","tc58943","2007-12-08",47,51,"A4EBBC","2007","G","2007pullus"
"1616.15","tc58943","2007-12-09",24,30,"A4EBBC","2007","G","2007pullus"
"1616.16","tc58943","2007-12-10",9,10,"A4EBBC","2007","G","2007pullus"
"1616.17","tc58943","2007-12-11",38,45,"A4EBBC","2007","G","2007pullus"
"1616.18","tc58943","2007-12-22",2,2,"A4EBBC","2007","G","2007pullus"
"1616.19","tc58943","2007-12-24",1,1,"A4EBBC","2007","G","2007pullus"
"1616.20","tc58943","2007-12-25",1,1,"A4EBBC","2007","G","2007pullus"
"1616.21","tc58943","2007-12-28",9,11,"A4EBBC","2007","G","2007pullus"
"1616.22","tc58943","2007-12-29",36,38,"A4EBBC","2007","G","2007pullus"
"1616.23","tc58943","2007-12-30",19,22,"A4EBBC","2007","G","2007pullus"
"1616.24","tc58943","2007-12-31",1,1,"A4EBBC","2007","G","2007pullus"
"1616.25","tc58943","2008-01-01",1,1,"A4EBBC","2008","G","2007pullus"
"1616.26","tc58943","2008-01-03",3,3,"A4EBBC","2008","G","2007pullus"
"1616.27","tc58943","2008-01-04",23,23,"A4EBBC","2008","G","2007pullus"
"1616.28","tc58943","2008-01-09",12,12,"A4EBBC","2008","G","2007pullus"
"1616.29","tc58943","2008-01-16",3,3,"A4EBBC","2008","G","2007pullus"
"1616.30","tc58943","2008-01-21",3,3,"A4EBBC","2008","G","2007pullus"
"1616.31","tc58943","2008-01-22",9,10,"A4EBBC","2008","G","2007pullus"
"1616.32","tc58943","2008-01-23",1,2,"A4EBBC","2008","G","2007pullus"
"1616.33","tc58943","2008-01-28",15,18,"A4EBBC","2008","G","2007pullus"
"1616.34","tc58943","2008-01-29",10,14,"A4EBBC","2008","G","2007pullus"
"1616.35","tc58943","2008-01-30",2,2,"A4EBBC","2008","G","2007pullus"
"1616.36","tc58943","2008-02-04",7,8,"A4EBBC","2008","G","2007pullus"
"1616.37","tc58943","2008-02-05",37,44,"A4EBBC","2008","G","2007pullus"
"1616.38","tc58943","2008-02-06",1,1,"A4EBBC","2008","G","2007pullus"
"1616.39","tc58943","2008-02-09",1,1,"A4EBBC","2008","G","2007pullus"
"1616.40","tc58943","2008-02-22",13,14,"A4EBBC","2008","G","2007pullus"
"1616.41","tc58943","2008-02-23",1,2,"A4EBBC","2008","G","2007pullus"
"1616.42","tc58943","2008-02-26",10,11,"A4EBBC","2008","G","2007pullus"
"1616.43","tc58943","2008-02-27",2,2,"A4EBBC","2008","G","2007pullus"
"1616.44","tc58943","2008-02-28",1,1,"A4EBBC","2008","G","2007pullus"
"1616.45","tc58943","2008-03-01",3,3,"A4EBBC","2008","G","2007pullus"
"1616.46","tc58943","2008-03-02",1,1,"A4EBBC","2008","G","2007pullus"
"1616.47","tc58943","2008-09-27",1,1,"A4EBBC","2008","G","2007pullus"
"1616.48","tc58943","2008-10-10",20,23,"A4EBBC","2008","G","2007pullus"
"1616.49","tc58943","2008-10-21",2,2,"A4EBBC","2008","G","2007pullus"
"1616.50","tc58943","2008-10-29",10,11,"A4EBBC","2008","G","2007pullus"
"1616.51","tc58943","2008-11-18",43,53,"A4EBBC","2008","G","2007pullus"
"1616.52","tc58943","2008-11-26",2,2,"A4EBBC","2008","G","2007pullus"
"1616.53","tc58943","2008-11-27",29,30,"A4EBBC","2008","G","2007pullus"
"341","k639119","2007-11-10",7,8,"A4EBC8","2007","G","2007breeder"
"341.1","k639119","2008-02-09",3,3,"A4EBC8","2008","G","2007breeder"
"341.2","k639119","2008-02-10",3,3,"A4EBC8","2008","G","2007breeder"
"341.3","k639119","2008-02-13",1,1,"A4EBC8","2008","G","2007breeder"
"341.4","k639119","2008-02-23",1,1,"A4EBC8","2008","G","2007breeder"
"341.5","k639119","2008-09-18",28,29,"A4EBC8","2008","G","2007breeder"
"341.6","k639119","2008-09-19",46,50,"A4EBC8","2008","G","2007breeder"
"341.7","k639119","2008-09-20",1,1,"A4EBC8","2008","G","2007breeder"
"341.8","k639119","2008-09-26",8,8,"A4EBC8","2008","G","2007breeder"
"341.9","k639119","2008-09-27",1,1,"A4EBC8","2008","G","2007breeder"
"341.10","k639119","2008-10-13",30,32,"A4EBC8","2008","G","2007breeder"
"341.11","k639119","2008-10-14",20,28,"A4EBC8","2008","G","2007breeder"
"341.12","k639119","2008-10-24",14,14,"A4EBC8","2008","G","2007breeder"
"341.13","k639119","2009-01-20",3,4,"A4EBC8","2009","G","2007breeder"
"341.14","k639119","2009-01-24",20,22,"A4EBC8","2009","G","2007breeder"
"341.15","k639119","2009-01-26",18,19,"A4EBC8","2009","G","2007breeder"
"341.16","k639119","2009-01-31",6,6,"A4EBC8","2009","G","2007breeder"
"341.17","k639119","2009-02-04",3,3,"A4EBC8","2009","G","2007breeder"
"341.18","k639119","2009-02-11",1,1,"A4EBC8","2009","G","2007breeder"
"341.19","k639119","2009-02-19",4,4,"A4EBC8","2009","G","2007breeder"
"341.20","k639119","2009-02-20",44,47,"A4EBC8","2009","G","2007breeder"
"341.21","k639119","2009-02-21",42,46,"A4EBC8","2009","G","2007breeder"
"341.22","k639119","2009-02-22",10,10,"A4EBC8","2009","G","2007breeder"
"341.23","k639119","2009-02-26",14,14,"A4EBC8","2009","G","2007breeder"
"341.24","k639119","2009-10-07",3,3,"A4EBC8","2009","G","2007breeder"
"341.25","k639119","2009-10-11",1,1,"A4EBC8","2009","G","2007breeder"
"341.26","k639119","2009-10-22",8,8,"A4EBC8","2009","G","2007breeder"
"341.27","k639119","2009-10-30",1,1,"A4EBC8","2009","G","2007breeder"
"341.28","k639119","2009-11-12",5,5,"A4EBC8","2009","G","2007breeder"
"341.29","k639119","2009-12-24",1,1,"A4EBC8","2009","G","2007breeder"
"4287","n199986","2008-09-11",12,12,"A4EC08","2008","G","2008breeder"
"4287.1","n199986","2008-09-12",20,20,"A4EC08","2008","G","2008breeder"
"4287.2","n199986","2008-09-13",3,3,"A4EC08","2008","G","2008breeder"
"4287.3","n199986","2008-09-14",1,1,"A4EC08","2008","G","2008breeder"
"4287.4","n199986","2008-09-15",11,11,"A4EC08","2008","G","2008breeder"
"4287.5","n199986","2008-09-16",5,5,"A4EC08","2008","G","2008breeder"
"4287.6","n199986","2008-09-30",16,17,"A4EC08","2008","G","2008breeder"
"4287.7","n199986","2008-10-01",11,11,"A4EC08","2008","G","2008breeder"
"4287.8","n199986","2008-10-02",5,5,"A4EC08","2008","G","2008breeder"
"4287.9","n199986","2008-10-13",20,23,"A4EC08","2008","G","2008breeder"
"4287.10","n199986","2008-10-14",20,20,"A4EC08","2008","G","2008breeder"
"4287.11","n199986","2008-10-21",1,1,"A4EC08","2008","G","2008breeder"
"4287.12","n199986","2008-10-22",5,5,"A4EC08","2008","G","2008breeder"
"4287.13","n199986","2008-10-24",2,2,"A4EC08","2008","G","2008breeder"
"4287.14","n199986","2008-11-25",1,1,"A4EC08","2008","G","2008breeder"
"4287.15","n199986","2008-12-05",1,1,"A4EC08","2008","G","2008breeder"
"4287.16","n199986","2008-12-06",5,5,"A4EC08","2008","G","2008breeder"
"4287.17","n199986","2008-12-19",1,1,"A4EC08","2008","G","2008breeder"
"4287.18","n199986","2008-12-23",7,7,"A4EC08","2008","G","2008breeder"
"3556","tk27764","2007-08-20",65,65,"A4EC1B","2007","G","2007pullus"
"3556.1","tk27764","2007-08-21",67,70,"A4EC1B","2007","G","2007pullus"
"3556.2","tk27764","2007-08-22",21,24,"A4EC1B","2007","G","2007pullus"
"3556.3","tk27764","2007-09-19",44,45,"A4EC1B","2007","G","2007pullus"
"3556.4","tk27764","2007-09-20",53,56,"A4EC1B","2007","G","2007pullus"
"3556.5","tk27764","2007-09-21",30,35,"A4EC1B","2007","G","2007pullus"
"3556.6","tk27764","2007-09-22",2,4,"A4EC1B","2007","G","2007pullus"
"3556.7","tk27764","2007-11-08",40,40,"A4EC1B","2007","G","2007pullus"
"3556.8","tk27764","2007-11-09",7,7,"A4EC1B","2007","G","2007pullus"
"3556.9","tk27764","2007-11-10",3,4,"A4EC1B","2007","G","2007pullus"
"3556.10","tk27764","2007-11-27",37,38,"A4EC1B","2007","G","2007pullus"
"3556.11","tk27764","2007-11-28",22,23,"A4EC1B","2007","G","2007pullus"
"3556.12","tk27764","2007-12-02",2,2,"A4EC1B","2007","G","2007pullus"
"3556.13","tk27764","2008-01-10",42,44,"A4EC1B","2008","G","2007pullus"
"3556.14","tk27764","2008-01-11",23,23,"A4EC1B","2008","G","2007pullus"
"3556.15","tk27764","2008-01-12",21,23,"A4EC1B","2008","G","2007pullus"
"3556.16","tk27764","2008-01-13",1,1,"A4EC1B","2008","G","2007pullus"
"3556.17","tk27764","2008-01-14",1,1,"A4EC1B","2008","G","2007pullus"
"3556.18","tk27764","2008-01-17",3,3,"A4EC1B","2008","G","2007pullus"
"3556.19","tk27764","2008-01-18",14,14,"A4EC1B","2008","G","2007pullus"
"3556.20","tk27764","2008-01-28",20,21,"A4EC1B","2008","G","2007pullus"
"3556.21","tk27764","2008-02-07",38,40,"A4EC1B","2008","G","2007pullus"
"3556.22","tk27764","2008-02-08",24,31,"A4EC1B","2008","G","2007pullus"
"3556.23","tk27764","2008-02-09",1,1,"A4EC1B","2008","G","2007pullus"
"3556.24","tk27764","2008-02-14",33,34,"A4EC1B","2008","G","2007pullus"
"3556.25","tk27764","2008-02-15",27,31,"A4EC1B","2008","G","2007pullus"
"3556.26","tk27764","2008-02-22",47,50,"A4EC1B","2008","G","2007pullus"
"3556.27","tk27764","2008-02-23",9,12,"A4EC1B","2008","G","2007pullus"
"3556.28","tk27764","2008-02-25",19,19,"A4EC1B","2008","G","2007pullus"
"3556.29","tk27764","2008-02-26",45,48,"A4EC1B","2008","G","2007pullus"
"3556.30","tk27764","2008-02-27",1,2,"A4EC1B","2008","G","2007pullus"
"3556.31","tk27764","2008-03-04",1,1,"A4EC1B","2008","G","2007pullus"
"3556.32","tk27764","2008-03-05",1,1,"A4EC1B","2008","G","2007pullus"
"5894","tl38247","2008-09-05",21,30,"A4EC1E","2008","G","2008pullus"
"5894.1","tl38247","2008-09-19",2,6,"A4EC1E","2008","G","2008pullus"
"5894.2","tl38247","2008-09-21",2,2,"A4EC1E","2008","G","2008pullus"
"5894.3","tl38247","2008-09-23",76,99,"A4EC1E","2008","G","2008pullus"
"5894.4","tl38247","2008-09-24",34,42,"A4EC1E","2008","G","2008pullus"
"5894.5","tl38247","2008-10-02",37,41,"A4EC1E","2008","G","2008pullus"
"5894.6","tl38247","2008-10-03",48,53,"A4EC1E","2008","G","2008pullus"
"5894.7","tl38247","2008-10-04",19,26,"A4EC1E","2008","G","2008pullus"
"5894.8","tl38247","2008-10-05",3,3,"A4EC1E","2008","G","2008pullus"
"5894.9","tl38247","2008-10-06",9,9,"A4EC1E","2008","G","2008pullus"
"5894.10","tl38247","2008-10-07",37,42,"A4EC1E","2008","G","2008pullus"
"5894.11","tl38247","2008-10-08",15,21,"A4EC1E","2008","G","2008pullus"
"5894.12","tl38247","2008-10-09",19,20,"A4EC1E","2008","G","2008pullus"
"5894.13","tl38247","2008-10-10",27,32,"A4EC1E","2008","G","2008pullus"
"5894.14","tl38247","2008-10-11",2,2,"A4EC1E","2008","G","2008pullus"
"5894.15","tl38247","2008-10-13",17,19,"A4EC1E","2008","G","2008pullus"
"5894.16","tl38247","2008-10-14",27,34,"A4EC1E","2008","G","2008pullus"
"5894.17","tl38247","2008-10-15",1,1,"A4EC1E","2008","G","2008pullus"
"5894.18","tl38247","2008-10-16",27,29,"A4EC1E","2008","G","2008pullus"
"5894.19","tl38247","2008-10-17",39,43,"A4EC1E","2008","G","2008pullus"
"5894.20","tl38247","2008-10-18",2,3,"A4EC1E","2008","G","2008pullus"
"5894.21","tl38247","2008-10-19",1,1,"A4EC1E","2008","G","2008pullus"
"5894.22","tl38247","2008-10-23",9,9,"A4EC1E","2008","G","2008pullus"
"5894.23","tl38247","2008-10-24",50,53,"A4EC1E","2008","G","2008pullus"
"5894.24","tl38247","2008-10-27",2,2,"A4EC1E","2008","G","2008pullus"
"5894.25","tl38247","2008-10-31",32,34,"A4EC1E","2008","G","2008pullus"
"5894.26","tl38247","2008-11-01",1,1,"A4EC1E","2008","G","2008pullus"
"5894.27","tl38247","2008-11-04",34,38,"A4EC1E","2008","G","2008pullus"
"5894.28","tl38247","2008-11-07",46,50,"A4EC1E","2008","G","2008pullus"
"5894.29","tl38247","2008-11-09",3,3,"A4EC1E","2008","G","2008pullus"
"5894.30","tl38247","2008-11-16",3,4,"A4EC1E","2008","G","2008pullus"
"5894.31","tl38247","2008-11-19",1,1,"A4EC1E","2008","G","2008pullus"
"5894.32","tl38247","2008-11-20",35,37,"A4EC1E","2008","G","2008pullus"
"5894.33","tl38247","2008-11-21",19,42,"A4EC1E","2008","G","2008pullus"
"5894.34","tl38247","2008-11-28",1,1,"A4EC1E","2008","G","2008pullus"
"5894.35","tl38247","2008-12-01",1,1,"A4EC1E","2008","G","2008pullus"
"5894.36","tl38247","2008-12-19",25,29,"A4EC1E","2008","G","2008pullus"
"5894.37","tl38247","2008-12-20",1,1,"A4EC1E","2008","G","2008pullus"
"5894.38","tl38247","2008-12-30",22,24,"A4EC1E","2008","G","2008pullus"
"5894.39","tl38247","2008-12-31",38,44,"A4EC1E","2008","G","2008pullus"
"5894.40","tl38247","2009-01-01",10,12,"A4EC1E","2009","G","2008pullus"
"5894.41","tl38247","2009-01-03",1,1,"A4EC1E","2009","G","2008pullus"
"5894.42","tl38247","2009-01-16",22,22,"A4EC1E","2009","G","2008pullus"
"5894.43","tl38247","2009-01-17",4,6,"A4EC1E","2009","G","2008pullus"
"5894.44","tl38247","2009-01-22",8,12,"A4EC1E","2009","G","2008pullus"
"5894.45","tl38247","2009-02-04",5,5,"A4EC1E","2009","G","2008pullus"
"5894.46","tl38247","2009-02-16",54,58,"A4EC1E","2009","G","2008pullus"
"5894.47","tl38247","2009-02-17",28,56,"A4EC1E","2009","G","2008pullus"
"5894.48","tl38247","2009-02-18",15,17,"A4EC1E","2009","G","2008pullus"
"5894.49","tl38247","2009-02-19",9,17,"A4EC1E","2009","G","2008pullus"
"5894.50","tl38247","2009-02-21",18,34,"A4EC1E","2009","G","2008pullus"
"5894.51","tl38247","2009-02-22",5,7,"A4EC1E","2009","G","2008pullus"
"5894.52","tl38247","2009-02-27",5,5,"A4EC1E","2009","G","2008pullus"
"5894.53","tl38247","2009-02-28",26,29,"A4EC1E","2009","G","2008pullus"
"5894.54","tl38247","2009-03-01",14,33,"A4EC1E","2009","G","2008pullus"
"5894.55","tl38247","2009-03-10",25,25,"A4EC1E","2009","G","2008pullus"
"5894.56","tl38247","2009-03-11",2,2,"A4EC1E","2009","G","2008pullus"
"5894.57","tl38247","2009-08-30",1,1,"A4EC1E","2009","G","2008pullus"
"5894.58","tl38247","2009-09-03",32,36,"A4EC1E","2009","G","2008pullus"
"5894.59","tl38247","2009-09-04",1,3,"A4EC1E","2009","G","2008pullus"
"5894.60","tl38247","2009-09-06",1,1,"A4EC1E","2009","G","2008pullus"
"5894.61","tl38247","2009-09-16",15,16,"A4EC1E","2009","G","2008pullus"
"5894.62","tl38247","2009-09-17",47,49,"A4EC1E","2009","G","2008pullus"
"5894.63","tl38247","2009-09-18",43,47,"A4EC1E","2009","G","2008pullus"
"5894.64","tl38247","2009-09-19",31,55,"A4EC1E","2009","G","2008pullus"
"5894.65","tl38247","2009-09-20",10,28,"A4EC1E","2009","G","2008pullus"
"5894.66","tl38247","2009-10-08",42,43,"A4EC1E","2009","G","2008pullus"
"5894.67","tl38247","2009-10-09",42,42,"A4EC1E","2009","G","2008pullus"
"5894.68","tl38247","2009-10-10",11,30,"A4EC1E","2009","G","2008pullus"
"5894.69","tl38247","2009-10-11",2,2,"A4EC1E","2009","G","2008pullus"
"5894.70","tl38247","2009-10-12",1,2,"A4EC1E","2009","G","2008pullus"
"5894.71","tl38247","2009-10-13",2,7,"A4EC1E","2009","G","2008pullus"
"5894.72","tl38247","2009-11-04",1,2,"A4EC1E","2009","G","2008pullus"
"5894.73","tl38247","2009-11-07",8,11,"A4EC1E","2009","G","2008pullus"
"5894.74","tl38247","2009-11-11",32,35,"A4EC1E","2009","G","2008pullus"
"5894.75","tl38247","2009-11-12",39,42,"A4EC1E","2009","G","2008pullus"
"5894.76","tl38247","2009-11-13",19,37,"A4EC1E","2009","G","2008pullus"
"5894.77","tl38247","2009-11-14",1,2,"A4EC1E","2009","G","2008pullus"
"5894.78","tl38247","2009-11-16",9,26,"A4EC1E","2009","G","2008pullus"
"5894.79","tl38247","2009-11-17",3,7,"A4EC1E","2009","G","2008pullus"
"5894.80","tl38247","2009-11-24",1,2,"A4EC1E","2009","G","2008pullus"
"5894.81","tl38247","2009-11-26",2,4,"A4EC1E","2009","G","2008pullus"
"5894.82","tl38247","2009-11-27",1,1,"A4EC1E","2009","G","2008pullus"
"5894.83","tl38247","2009-11-29",1,2,"A4EC1E","2009","G","2008pullus"
"5894.84","tl38247","2009-12-01",1,1,"A4EC1E","2009","G","2008pullus"
"5894.85","tl38247","2009-12-03",21,22,"A4EC1E","2009","G","2008pullus"
"5894.86","tl38247","2009-12-04",6,7,"A4EC1E","2009","G","2008pullus"
"5894.87","tl38247","2009-12-05",12,16,"A4EC1E","2009","G","2008pullus"
"5894.88","tl38247","2009-12-06",9,10,"A4EC1E","2009","G","2008pullus"
"5894.89","tl38247","2009-12-13",1,1,"A4EC1E","2009","G","2008pullus"
"5894.90","tl38247","2009-12-24",5,5,"A4EC1E","2009","G","2008pullus"
"5894.91","tl38247","2010-01-27",24,25,"A4EC1E","2010","G","2008pullus"
"5894.92","tl38247","2010-01-28",26,47,"A4EC1E","2010","G","2008pullus"
"5894.93","tl38247","2010-01-29",9,22,"A4EC1E","2010","G","2008pullus"
"5894.94","tl38247","2010-01-30",4,6,"A4EC1E","2010","G","2008pullus"
"5894.95","tl38247","2010-02-02",1,1,"A4EC1E","2010","G","2008pullus"
"5894.96","tl38247","2010-02-03",19,21,"A4EC1E","2010","G","2008pullus"
"5894.97","tl38247","2010-02-04",10,10,"A4EC1E","2010","G","2008pullus"
"5894.98","tl38247","2010-02-05",1,1,"A4EC1E","2010","G","2008pullus"
"5894.99","tl38247","2010-02-11",30,34,"A4EC1E","2010","G","2008pullus"
"5894.100","tl38247","2010-02-12",1,1,"A4EC1E","2010","G","2008pullus"
"5894.101","tl38247","2010-02-13",7,8,"A4EC1E","2010","G","2008pullus"
"5894.102","tl38247","2010-02-14",1,1,"A4EC1E","2010","G","2008pullus"
"5894.103","tl38247","2010-02-15",6,7,"A4EC1E","2010","G","2008pullus"
"5894.104","tl38247","2010-02-16",10,10,"A4EC1E","2010","G","2008pullus"
"5894.105","tl38247","2010-02-17",5,5,"A4EC1E","2010","G","2008pullus"
"5894.106","tl38247","2010-02-23",53,58,"A4EC1E","2010","G","2008pullus"
"5894.107","tl38247","2010-02-24",38,44,"A4EC1E","2010","G","2008pullus"
"5894.108","tl38247","2010-02-25",1,1,"A4EC1E","2010","G","2008pullus"
"420","p439004","2007-09-08",43,44,"A4EC30","2007","G","2007breeder"
"420.1","p439004","2007-09-09",14,16,"A4EC30","2007","G","2007breeder"
